Name,Timestamp,type,OS,challenge name,Mountain,score,Points
Fenrir,2021-01-13 12:22:03,Time trial,Android,Slippery Slope,Rotkamm,24.09,4697
Gjeep302,2021-01-21 17:05:56,Time trial,Android,Slippery Slope,Rotkamm,22.56,14400
Jamiemac,2021-04-06 12:19:34,Time trial,Android,Slippery Slope,Rotkamm,21.98,20199
Lars Schrier,2020-04-24 11:58:18,Time trial,iOS,Slippery Slope,Rotkamm,22.69,13099
Mountain_Greg,2021-03-11 6:01:39,Time trial,Android,Slippery Slope,Rotkamm,22.22,17800
Pinsek,2021-04-11 12:01:57,Time trial,Android,Slippery Slope,Rotkamm,22.76,12399
Ryan Monty,2021-04-22 2:43:40,Time trial,Android,Slippery Slope,Rotkamm,22.48,15199
SYNO,2021-01-06 8:14:36,Time trial,iOS,Slippery Slope,Rotkamm,22.54,14600
Shadow,2020-11-24 14:34:44,Time trial,iOS,Slippery Slope,Rotkamm,22.89,11099
Skier50,2021-02-27 17:15:17,Time trial,iOS,Slippery Slope,Rotkamm,22.81,11900
hschindele,2021-05-10 15:03:09,Time trial,iOS,Slippery Slope,Rotkamm,21.75,22500
massiv97,2021-02-14 11:39:53,Time trial,Android,Slippery Slope,Rotkamm,22.34,16600
Avel,2021-06-07 6:57:18,Time trial,iOS,Precision Drops,Rotkamm,16.15,16000
BouncyJello,2020-11-19 23:11:21,Time trial,Android,Precision Drops,Rotkamm,15.75,20000
Fenrir,2021-02-22 16:49:21,Time trial,Android,Precision Drops,Rotkamm,16.97,8160
Gjeep302,2021-01-21 17:25:10,Time trial,Android,Precision Drops,Rotkamm,16.74,10100
Jamiemac,2021-04-06 12:44:34,Time trial,Android,Precision Drops,Rotkamm,16.57,11799
Lars Schrier,2020-05-02 14:59:39,Time trial,iOS,Precision Drops,Rotkamm,16.96,8235
Mountain_Greg,2021-04-04 1:38:26,Time trial,Android,Precision Drops,Rotkamm,16.19,15599
Pinsek,2021-04-11 12:05:35,Time trial,Android,Precision Drops,Rotkamm,16.67,10799
Ryan Monty,2021-04-23 19:41:21,Time trial,Android,Precision Drops,Rotkamm,16.19,15599
SYNO,2021-01-21 12:28:57,Time trial,iOS,Precision Drops,Rotkamm,16.69,10599
Skier50,2021-03-08 14:38:41,Time trial,iOS,Precision Drops,Rotkamm,16.59,11600
hschindele,2021-06-17 10:35:57,Time trial,iOS,Precision Drops,Rotkamm,15.42,23300
massiv97,2021-01-17 13:25:34,Time trial,Android,Precision Drops,Rotkamm,16.73,10199
Avel,2021-05-24 1:55:05,Time trial,iOS,Dropping In,Rotkamm,20.59,14100
BouncyJello,2020-11-19 21:11:04,Time trial,Android,Dropping In,Rotkamm,20.74,12600
Fenrir,2021-01-13 12:10:09,Time trial,Android,Dropping In,Rotkamm,25.36,2206
Gjeep302,2021-01-21 17:46:32,Time trial,Android,Dropping In,Rotkamm,21.45,8555
Jamiemac,2021-02-11 3:29:41,Time trial,Android,Dropping In,Rotkamm,20.77,12300
Lars Schrier,2020-04-28 12:09:03,Time trial,iOS,Dropping In,Rotkamm,21.41,8675
Mountain_Greg,2021-01-14 8:51:38,Time trial,Android,Dropping In,Rotkamm,20.91,10899
Pinsek,2021-04-11 12:45:34,Time trial,Android,Dropping In,Rotkamm,20.63,13700
Ryan Monty,2021-03-08 22:56:20,Time trial,Android,Dropping In,Rotkamm,20.94,10599
SYNO,2021-01-18 21:47:31,Time trial,iOS,Dropping In,Rotkamm,20.78,12199
Skier50,2021-03-08 14:40:14,Time trial,iOS,Dropping In,Rotkamm,20.89,11099
hschindele,2020-12-23 14:06:41,Time trial,iOS,Dropping In,Rotkamm,20.24,17600
massiv97,2021-02-14 11:38:31,Time trial,Android,Dropping In,Rotkamm,20.5,15000
Avel,2021-05-29 3:41:26,Time trial,iOS,Staying Between The Stones,Rotkamm,24.58,21700
BouncyJello,2020-11-19 21:10:14,Time trial,Android,Staying Between The Stones,Rotkamm,25.69,10599
Fenrir,2021-02-22 16:59:29,Time trial,Android,Staying Between The Stones,Rotkamm,25.84,9201
Gjeep302,2021-01-22 7:24:19,Time trial,Android,Staying Between The Stones,Rotkamm,25.69,10599
Jamiemac,2021-02-11 3:59:05,Time trial,Android,Staying Between The Stones,Rotkamm,25.23,15199
Mountain_Greg,2021-07-18 2:08:44,Time trial,Android,Staying Between The Stones,Rotkamm,24.5,22500
Pinsek,2021-04-11 12:53:23,Time trial,Android,Staying Between The Stones,Rotkamm,25.66,10899
Ryan Monty,2021-04-07 16:07:42,Time trial,Android,Staying Between The Stones,Rotkamm,25.24,15100
SYNO,2021-03-04 15:04:48,Time trial,iOS,Staying Between The Stones,Rotkamm,25.07,16799
Skier50,2021-02-27 17:16:11,Time trial,iOS,Staying Between The Stones,Rotkamm,25.71,10399
hschindele,2021-05-10 10:10:42,Time trial,iOS,Staying Between The Stones,Rotkamm,23.87,28799
massiv97,2021-02-14 11:40:30,Time trial,Android,Staying Between The Stones,Rotkamm,25.38,13700
hschindele,2021-06-21 9:39:34,Time trial,iOS,The Pockets,Rotkamm,40.32,16799
Mountain_Greg,2021-06-26 3:55:17,Time trial,Android,The Pockets,Rotkamm,40.65,13500
Skier50,2021-06-30 19:06:31,Time trial,iOS,The Pockets,Rotkamm,40.68,13200
massiv97,2021-07-16 12:01:09,Time trial,iOS,The Pockets,Rotkamm,40.84,11599
Jamiemac,2021-08-04 12:39:47,Time trial,Android,The Pockets,Rotkamm,40.95,10499
Avel,2021-06-07 2:49:48,Time trial,iOS,The Ice Slope,Rotkamm,22.43,15700
Fenrir,2021-01-13 12:29:13,Time trial,Android,The Ice Slope,Rotkamm,23.45,5358
Gjeep302,2021-01-21 20:06:53,Time trial,Android,The Ice Slope,Rotkamm,22.77,12300
Jamiemac,2021-06-08 16:16:42,Time trial,Android,The Ice Slope,Rotkamm,21.22,27800
Mountain_Greg,2021-05-25 9:43:04,Time trial,Android,The Ice Slope,Rotkamm,19.8,41999
Pinsek,2021-04-11 12:46:38,Time trial,Android,The Ice Slope,Rotkamm,22.93,10700
Ryan Monty,2021-04-07 15:09:11,Time trial,Android,The Ice Slope,Rotkamm,22.27,17300
SYNO,2021-01-18 21:50:51,Time trial,iOS,The Ice Slope,Rotkamm,22.68,13200
Skier50,2021-04-04 20:23:19,Time trial,iOS,The Ice Slope,Rotkamm,22.28,17199
hschindele,2021-05-22 17:00:45,Time trial,iOS,The Ice Slope,Rotkamm,19.83,41700
massiv97,2021-07-15 4:07:03,Time trial,Android,The Ice Slope,Rotkamm,21.96,20399
Avel,2021-06-07 2:51:32,Time trial,iOS,Progressive Speed,Rotkamm,36.83,11700
BouncyJello,2021-03-04 14:11:42,Time trial,Android,Progressive Speed,Rotkamm,32.85,51499
Gjeep302,2021-02-09 9:46:48,Time trial,Android,Progressive Speed,Rotkamm,33.9,41000
Jamiemac,2021-04-07 16:15:12,Time trial,Android,Progressive Speed,Rotkamm,32.31,56899
Mountain_Greg,2021-04-04 1:53:37,Time trial,Android,Progressive Speed,Rotkamm,32.14,58599
Pinsek,2021-04-11 13:30:46,Time trial,Android,Progressive Speed,Rotkamm,36.33,16700
Ryan Monty,2021-04-07 17:53:03,Time trial,Android,Progressive Speed,Rotkamm,33.98,40200
SYNO,2021-03-04 15:05:49,Time trial,iOS,Progressive Speed,Rotkamm,33.36,46400
Skier50,2021-03-12 7:50:36,Time trial,iOS,Progressive Speed,Rotkamm,36.81,11899
hschindele,2021-04-09 9:32:21,Time trial,iOS,Progressive Speed,Rotkamm,31.68,63200
massiv97,2021-02-14 5:05:54,Time trial,Android,Progressive Speed,Rotkamm,35.05,29500
Avel,2021-09-19 8:41:22,Time trial,iOS,Tour De Moyen,Saint Luvette,21.4,26000
BouncyJello,2021-01-13 17:06:41,Time trial,Android,Tour De Moyen,Saint Luvette,22.92,10799
Fenrir,2021-01-17 18:49:05,Time trial,Android,Tour De Moyen,Saint Luvette,23.47,8047
Gjeep302,2021-01-22 19:08:36,Time trial,Android,Tour De Moyen,Saint Luvette,22.85,11499
James :),2021-01-12 19:35:53,Time trial,Android,Tour De Moyen,Saint Luvette,22.73,12699
Jamiemac,2021-02-15 12:40:02,Time trial,Android,Tour De Moyen,Saint Luvette,22.36,16400
LC43,2020-03-31 14:06:39,Time trial,Android,Tour De Moyen,Saint Luvette,23.01,9953
Lars Schrier,2020-03-31 16:13:59,Time trial,iOS,Tour De Moyen,Saint Luvette,22.99,10100
Mountain_Greg,2021-03-11 6:08:53,Time trial,Android,Tour De Moyen,Saint Luvette,22.33,16700
Pinsek,2021-04-11 15:00:28,Time trial,Android,Tour De Moyen,Saint Luvette,22.84,11600
Ryan Monty,2021-03-30 23:59:00,Time trial,Android,Tour De Moyen,Saint Luvette,22.34,16600
SYNO,2021-03-04 15:06:45,Time trial,iOS,Tour De Moyen,Saint Luvette,22.38,16200
Skier50,2021-03-19 10:05:51,Time trial,iOS,Tour De Moyen,Saint Luvette,22.68,13200
hschindele,2021-02-15 9:22:54,Time trial,iOS,Tour De Moyen,Saint Luvette,22.14,18599
massiv97,2021-07-15 4:09:20,Time trial,Android,Tour De Moyen,Saint Luvette,22.32,16799
Avel,2021-09-19 8:45:29,Time trial,iOS,Pic Moyen,Saint Luvette,37.15,38500
BouncyJello,2021-05-25 12:45:51,Time trial,Android,Pic Moyen,Saint Luvette,37.49,35099
Fenrir,2021-01-17 18:42:39,Time trial,Android,Pic Moyen,Saint Luvette,41.42,5188
Gjeep302,2021-01-22 19:46:39,Time trial,Android,Pic Moyen,Saint Luvette,39.07,19299
Jamiemac,2021-04-12 8:07:07,Time trial,Android,Pic Moyen,Saint Luvette,38.93,20700
Lars Schrier,2020-05-09 12:40:24,Time trial,iOS,Pic Moyen,Saint Luvette,39.29,17100
Mountain_Greg,2021-04-04 1:56:08,Time trial,Android,Pic Moyen,Saint Luvette,38.94,20600
Pinsek,2021-03-07 16:59:44,Time trial,Android,Pic Moyen,Saint Luvette,39.96,10399
Ryan Monty,2021-03-13 0:18:48,Time trial,Android,Pic Moyen,Saint Luvette,39.71,12899
SYNO,2021-03-04 15:08:02,Time trial,iOS,Pic Moyen,Saint Luvette,38.82,21799
Skier50,2021-02-27 17:11:37,Time trial,iOS,Pic Moyen,Saint Luvette,39.61,13900
hschindele,2021-03-04 21:21:36,Time trial,iOS,Pic Moyen,Saint Luvette,38.49,25099
massiv97,2021-02-14 16:58:05,Time trial,Android,Pic Moyen,Saint Luvette,39.14,18599
Avel,2021-05-12 3:37:37,Time trial,iOS,Plus Choix,Saint Luvette,22.5,15000
BouncyJello,2020-11-19 20:57:57,Time trial,Android,Plus Choix,Saint Luvette,22.47,15300
Fenrir,2021-01-17 18:43:53,Time trial,Android,Plus Choix,Saint Luvette,24.17,8164
Gjeep302,2021-01-22 20:02:49,Time trial,Android,Plus Choix,Saint Luvette,22.85,11499
Jamiemac,2021-06-16 12:38:20,Time trial,Android,Plus Choix,Saint Luvette,21.89,21099
LC43,2020-03-31 13:57:39,Time trial,Android,Plus Choix,Saint Luvette,25.74,6220
Lars Schrier,2020-05-16 14:26:21,Time trial,iOS,Plus Choix,Saint Luvette,23.22,9625
Mountain_Greg,2021-05-25 9:46:57,Time trial,Android,Plus Choix,Saint Luvette,20.77,32300
Pinsek,2021-04-11 15:19:51,Time trial,Android,Plus Choix,Saint Luvette,22.99,10100
Ryan Monty,2021-04-20 22:44:10,Time trial,Android,Plus Choix,Saint Luvette,19.55,44499
SYNO,2021-01-22 16:02:39,Time trial,iOS,Plus Choix,Saint Luvette,22.5,15000
Skier50,2021-06-04 9:48:16,Time trial,iOS,Plus Choix,Saint Luvette,21.15,28500
hschindele,2021-04-14 8:29:36,Time trial,iOS,Plus Choix,Saint Luvette,19.9,41000
massiv97,2021-01-17 16:56:07,Time trial,Android,Plus Choix,Saint Luvette,22.94,10599
Avel,2021-02-13 3:09:34,Time trial,iOS,Le Probleme,Saint Luvette,15.08,11199
BouncyJello,2021-03-04 17:16:38,Time trial,Android,Le Probleme,Saint Luvette,13.61,25900
Fenrir,2021-01-17 18:40:23,Time trial,Android,Le Probleme,Saint Luvette,15.7,5612
Gjeep302,2021-01-22 20:17:11,Time trial,Android,Le Probleme,Saint Luvette,14.94,12599
Jamiemac,2021-04-12 9:12:33,Time trial,Android,Le Probleme,Saint Luvette,13.79,24100
LC43,2020-03-31 13:47:21,Time trial,Android,Le Probleme,Saint Luvette,15.38,8122
Lars Schrier,2020-03-31 14:48:37,Time trial,iOS,Le Probleme,Saint Luvette,15.33,8605
Mountain_Greg,2021-03-01 3:16:45,Time trial,Android,Le Probleme,Saint Luvette,13.82,23799
Pinsek,2021-03-07 17:10:47,Time trial,Android,Le Probleme,Saint Luvette,15.04,11600
Ryan Monty,2021-03-31 0:59:28,Time trial,Android,Le Probleme,Saint Luvette,14.88,13199
SYNO,2021-03-04 15:08:47,Time trial,iOS,Le Probleme,Saint Luvette,13.85,23499
Skier50,2021-02-27 17:12:13,Time trial,iOS,Le Probleme,Saint Luvette,15.04,11600
hschindele,2021-03-04 21:22:11,Time trial,iOS,Le Probleme,Saint Luvette,13.53,26700
massiv97,2021-07-15 4:08:50,Time trial,Android,Le Probleme,Saint Luvette,14.19,20099
Avel,2021-02-14 4:45:06,Time trial,iOS,Rapide,Saint Luvette,14.19,10099
BouncyJello,2020-11-19 20:53:21,Time trial,Android,Rapide,Saint Luvette,14.07,11299
Fenrir,2021-01-17 18:45:28,Time trial,Android,Rapide,Saint Luvette,14.54,5547
Gjeep302,2021-02-19 10:19:32,Time trial,Android,Rapide,Saint Luvette,14.13,10699
Jamiemac,2021-02-16 10:31:04,Time trial,Android,Rapide,Saint Luvette,14.09,11099
Lars Schrier,2020-04-25 18:23:38,Time trial,iOS,Rapide,Saint Luvette,13.96,12399
Mountain_Greg,2021-01-25 6:11:46,Time trial,Android,Rapide,Saint Luvette,14.09,11099
Pinsek,2021-04-11 16:04:56,Time trial,Android,Rapide,Saint Luvette,14.11,10899
Ryan Monty,2021-03-10 0:42:29,Time trial,Android,Rapide,Saint Luvette,14.16,10399
SYNO,2020-11-28 23:08:02,Time trial,iOS,Rapide,Saint Luvette,14.14,10599
Skier50,2021-03-10 9:00:59,Time trial,iOS,Rapide,Saint Luvette,14.19,10099
hschindele,2020-12-23 22:51:53,Time trial,iOS,Rapide,Saint Luvette,13.86,13399
massiv97,2021-01-05 14:13:40,Time trial,Android,Rapide,Saint Luvette,14.14,10599
Avel,2021-05-12 3:38:20,Time trial,iOS,Pointe de Serpentine,Saint Luvette,27.95,10500
BouncyJello,2020-04-02 9:34:05,Time trial,Android,Pointe de Serpentine,Saint Luvette,28.15,9743
Fenrir,2021-02-22 16:48:36,Time trial,Android,Pointe de Serpentine,Saint Luvette,28.93,8511
Gjeep302,2021-02-19 9:57:29,Time trial,Android,Pointe de Serpentine,Saint Luvette,27.64,13599
Jamiemac,2021-02-16 13:45:46,Time trial,Android,Pointe de Serpentine,Saint Luvette,27.72,12800
LC43,2020-04-02 9:14:26,Time trial,Android,Pointe de Serpentine,Saint Luvette,28.54,9106
Lars Schrier,2020-04-06 4:12:30,Time trial,iOS,Pointe de Serpentine,Saint Luvette,27.72,12800
Mountain_Greg,2021-07-18 2:09:19,Time trial,Android,Pointe de Serpentine,Saint Luvette,27.58,14200
Pinsek,2021-04-12 9:57:45,Time trial,Android,Pointe de Serpentine,Saint Luvette,27.97,10300
Ryan Monty,2021-03-08 22:55:02,Time trial,Android,Pointe de Serpentine,Saint Luvette,27.96,10399
SYNO,2021-01-22 16:03:56,Time trial,iOS,Pointe de Serpentine,Saint Luvette,27.68,13200
Skier50,2021-06-04 6:08:31,Time trial,iOS,Pointe de Serpentine,Saint Luvette,27.24,17600
hschindele,2021-06-03 13:29:38,Time trial,iOS,Pointe de Serpentine,Saint Luvette,27.14,18599
massiv97,2021-01-21 14:39:42,Time trial,Android,Pointe de Serpentine,Saint Luvette,27.96,10399
Avel,2021-05-13 5:54:01,Time trial,iOS,Les Ruins,Saint Luvette,24.11,13900
BouncyJello,2020-02-28 18:43:40,Time trial,Android,Les Ruins,Saint Luvette,23.93,15700
Fenrir,2021-01-17 18:41:39,Time trial,Android,Les Ruins,Saint Luvette,24.82,8010
Gjeep302,2021-01-22 22:39:15,Time trial,Android,Les Ruins,Saint Luvette,24.22,12800
Jamiemac,2021-04-13 5:22:16,Time trial,Android,Les Ruins,Saint Luvette,23.7,18000
Mountain_Greg,2021-04-04 1:55:27,Time trial,Android,Les Ruins,Saint Luvette,23.37,21299
Pinsek,2021-03-07 16:32:03,Time trial,Android,Les Ruins,Saint Luvette,24.43,10700
Ryan Monty,2021-04-01 16:10:20,Time trial,Android,Les Ruins,Saint Luvette,23.38,21200
SYNO,2021-01-13 18:28:35,Time trial,iOS,Les Ruins,Saint Luvette,24.48,10199
Skier50,2021-06-04 9:49:09,Time trial,iOS,Les Ruins,Saint Luvette,23.37,21299
hschindele,2021-04-01 14:37:13,Time trial,iOS,Les Ruins,Saint Luvette,22.96,25399
massiv97,2021-02-21 15:49:12,Time trial,Android,Les Ruins,Saint Luvette,24.22,12800
Avel,2021-05-13 5:54:55,Time trial,iOS,Saut de pic,Saint Luvette,10.72,12799
BouncyJello,2020-11-19 20:50:29,Time trial,Android,Saut de pic,Saint Luvette,10.75,12500
Fenrir,2021-01-17 18:47:50,Time trial,Android,Saut de pic,Saint Luvette,13.62,2979
Gjeep302,2021-01-22 22:56:40,Time trial,Android,Saut de pic,Saint Luvette,10.84,11600
Jamiemac,2021-02-17 7:12:31,Time trial,Android,Saut de pic,Saint Luvette,10.7,13000
Lars Schrier,2020-05-09 14:25:19,Time trial,iOS,Saut de pic,Saint Luvette,11.94,6476
Mountain_Greg,2021-01-21 15:41:42,Time trial,Android,Saut de pic,Saint Luvette,10.66,13399
Pinsek,2021-04-12 10:31:36,Time trial,Android,Saut de pic,Saint Luvette,10.82,11799
Ryan Monty,2021-03-12 1:55:47,Time trial,Android,Saut de pic,Saint Luvette,10.94,10600
SYNO,2021-01-04 12:38:31,Time trial,iOS,Saut de pic,Saint Luvette,10.4,15999
Skier50,2021-03-08 14:41:39,Time trial,iOS,Saut de pic,Saint Luvette,10.91,10899
SwampfoxAK,2020-05-09 14:01:11,Time trial,Android,Saut de pic,Saint Luvette,11.97,6387
hschindele,2021-01-04 20:27:50,Time trial,iOS,Saut de pic,Saint Luvette,10.36,16400
massiv97,2021-01-19 16:25:01,Time trial,Android,Saut de pic,Saint Luvette,10.64,13599
Avel,2021-05-13 5:56:41,Time trial,iOS,The Traverse,Saint Luvette,13.62,11300
Fenrir,2021-01-17 18:48:28,Time trial,Android,The Traverse,Saint Luvette,14.93,5197
Gjeep302,2021-01-24 19:22:39,Time trial,Android,The Traverse,Saint Luvette,13.34,14100
Jamiemac,2021-04-13 10:33:24,Time trial,Android,The Traverse,Saint Luvette,13.33,14200
Lars Schrier,2020-05-03 3:19:59,Time trial,iOS,The Traverse,Saint Luvette,13.53,12200
Mountain_Greg,2021-02-09 7:05:06,Time trial,Android,The Traverse,Saint Luvette,13.52,12300
Pinsek,2021-04-12 10:33:51,Time trial,Android,The Traverse,Saint Luvette,13.49,12599
Ryan Monty,2021-03-12 2:09:18,Time trial,Android,The Traverse,Saint Luvette,13.62,11300
SYNO,2020-11-28 23:09:57,Time trial,iOS,The Traverse,Saint Luvette,13.64,11099
Skier50,2021-02-23 14:14:53,Time trial,iOS,The Traverse,Saint Luvette,13.59,11600
hschindele,2021-06-17 11:24:59,Time trial,iOS,The Traverse,Saint Luvette,13.27,14800
massiv97,2021-02-21 15:50:16,Time trial,Android,The Traverse,Saint Luvette,13.54,12100
Avel,2021-05-13 5:57:56,Time trial,iOS,Pisten Bully Dangeroux,Saint Luvette,31.8,11999
Fenrir,2021-01-17 18:43:10,Time trial,Android,Pisten Bully Dangeroux,Saint Luvette,36.18,1449
Gjeep302,2021-01-07 9:27:57,Time trial,Android,Pisten Bully Dangeroux,Saint Luvette,33.27,5560
Jamiemac,2021-04-30 15:26:21,Time trial,Android,Pisten Bully Dangeroux,Saint Luvette,30.41,25900
Lars Schrier,2020-04-13 7:16:31,Time trial,iOS,Pisten Bully Dangeroux,Saint Luvette,31.6,13999
Mountain_Greg,2021-03-22 6:28:56,Time trial,Android,Pisten Bully Dangeroux,Saint Luvette,30.15,28500
Pinsek,2021-04-12 10:42:53,Time trial,Android,Pisten Bully Dangeroux,Saint Luvette,31.57,14299
Ryan Monty,2021-03-09 12:17:16,Time trial,Android,Pisten Bully Dangeroux,Saint Luvette,31.91,10899
SYNO,2021-03-04 15:09:39,Time trial,iOS,Pisten Bully Dangeroux,Saint Luvette,29.55,34499
Skier50,2021-03-10 9:04:02,Time trial,iOS,Pisten Bully Dangeroux,Saint Luvette,31.89,11099
hschindele,2020-12-24 14:13:24,Time trial,iOS,Pisten Bully Dangeroux,Saint Luvette,28.81,41900
massiv97,2021-02-21 16:36:27,Time trial,Android,Pisten Bully Dangeroux,Saint Luvette,30.68,23200
Avel,2021-05-13 5:58:46,Time trial,iOS,Le Coq,Saint Luvette,33.97,10300
BouncyJello,2021-03-04 14:21:23,Time trial,Android,Le Coq,Saint Luvette,31.88,31200
Fenrir,2021-02-22 16:43:41,Time trial,Android,Le Coq,Saint Luvette,34.35,9223
Gjeep302,2021-02-12 15:48:32,Time trial,Android,Le Coq,Saint Luvette,32.85,21499
Jamiemac,2021-04-13 12:27:26,Time trial,Android,Le Coq,Saint Luvette,32.62,23800
Lars Schrier,2020-04-26 10:25:03,Time trial,iOS,Le Coq,Saint Luvette,34.3,9330
Mountain_Greg,2021-03-17 11:21:30,Time trial,Android,Le Coq,Saint Luvette,32.54,24600
Pinsek,2021-03-07 17:15:42,Time trial,Android,Le Coq,Saint Luvette,33.43,15700
Ryan Monty,2021-03-09 12:16:38,Time trial,Android,Le Coq,Saint Luvette,33.6,13999
SYNO,2021-03-04 15:10:52,Time trial,iOS,Le Coq,Saint Luvette,32.78,22199
Skier50,2021-03-07 6:08:06,Time trial,iOS,Le Coq,Saint Luvette,33.6,13999
hschindele,2021-03-05 14:58:07,Time trial,iOS,Le Coq,Saint Luvette,31.73,32699
massiv97,2021-07-15 4:08:20,Time trial,Android,Le Coq,Saint Luvette,32.58,24200
Avel,2021-06-07 7:15:19,Time trial,iOS,Route Extreme,Saint Luvette,39.71,27899
BouncyJello,2020-11-19 20:43:29,Time trial,Android,Route Extreme,Saint Luvette,41.4,11000
Fenrir,2021-02-22 16:55:36,Time trial,Android,Route Extreme,Saint Luvette,44.75,4061
Gjeep302,2021-02-12 15:05:56,Time trial,Android,Route Extreme,Saint Luvette,41.42,10799
Jamiemac,2021-05-02 16:55:24,Time trial,Android,Route Extreme,Saint Luvette,37.88,46199
LC43,2020-04-26 5:27:43,Time trial,Android,Route Extreme,Saint Luvette,44.11,4849
Mountain_Greg,2021-02-10 13:08:26,Time trial,Android,Route Extreme,Saint Luvette,37.9,46000
Pinsek,2021-04-12 13:38:23,Time trial,Android,Route Extreme,Saint Luvette,40.27,22299
Ryan Monty,2021-03-16 17:35:39,Time trial,Android,Route Extreme,Saint Luvette,41.02,14799
SYNO,2021-03-04 15:11:57,Time trial,iOS,Route Extreme,Saint Luvette,37.78,47199
Skier50,2021-05-30 16:57:19,Time trial,iOS,Route Extreme,Saint Luvette,38.83,36700
hschindele,2021-02-24 13:33:03,Time trial,iOS,Route Extreme,Saint Luvette,37.52,49799
massiv97,2021-02-27 19:00:50,Time trial,Android,Route Extreme,Saint Luvette,37.9,46000
Antaris,2021-01-01 14:08:18,Time trial,iOS,Full Luvette,Saint Luvette,55.7,5358
Avel,2021-06-07 7:12:59,Time trial,iOS,Full Luvette,Saint Luvette,52.3,17000
BouncyJello,2020-11-19 20:40:53,Time trial,Android,Full Luvette,Saint Luvette,54.46,7136
Fenrir,2021-02-22 16:40:25,Time trial,Android,Full Luvette,Saint Luvette,55.73,5321
Gjeep302,2021-02-12 13:57:33,Time trial,Android,Full Luvette,Saint Luvette,53.91,8103
James :),2020-12-21 18:44:09,Time trial,Android,Full Luvette,Saint Luvette,52.87,11300
Jamiemac,2021-05-03 9:20:49,Time trial,Android,Full Luvette,Saint Luvette,48.78,52199
Mountain_Greg,2021-07-26 12:46:30,Time trial,Android,Full Luvette,Saint Luvette,46.8,72000
Pinsek,2021-04-12 11:52:17,Time trial,Android,Full Luvette,Saint Luvette,52.53,14699
Ryan Monty,2021-04-12 0:03:58,Time trial,Android,Full Luvette,Saint Luvette,51.21,27899
SYNO,2021-03-04 15:12:59,Time trial,iOS,Full Luvette,Saint Luvette,50.49,35099
Skier50,2021-07-11 12:16:19,Time trial,iOS,Full Luvette,Saint Luvette,50.04,39600
hschindele,2021-07-18 14:51:57,Time trial,iOS,Full Luvette,Saint Luvette,46.92,70799
massiv97,2021-02-27 19:01:30,Time trial,Android,Full Luvette,Saint Luvette,51.17,28299
Jamiemac,2021-08-06 11:51:49,Time trial,Android,Route Colline,Saint Luvette,49.86,11400
Mountain_Greg,2021-06-26 3:55:52,Time trial,Android,Route Colline,Saint Luvette,47.72,32800
Skier50,2021-07-05 21:18:30,Time trial,iOS,Route Colline,Saint Luvette,48.01,29900
hschindele,2021-06-22 10:00:59,Time trial,iOS,Route Colline,Saint Luvette,48.76,22400
massiv97,2021-07-02 16:41:09,Time trial,Android,Route Colline,Saint Luvette,49.55,14500
Avel,2021-02-13 3:11:37,Time trial,iOS,Loggers Groove,Passo Grolla,12.39,10099
BouncyJello,2020-11-20 8:45:52,Time trial,Android,Loggers Groove,Passo Grolla,12.25,11500
Fenrir,2021-01-17 19:11:44,Time trial,Android,Loggers Groove,Passo Grolla,12.42,8705
Gjeep302,2021-01-26 17:13:16,Time trial,Android,Loggers Groove,Passo Grolla,12.3,10999
Jamiemac,2021-05-03 10:12:11,Time trial,Android,Loggers Groove,Passo Grolla,12.25,11500
Lars Schrier,2020-04-27 18:21:05,Time trial,iOS,Loggers Groove,Passo Grolla,12.28,11200
Mountain_Greg,2021-01-05 3:42:05,Time trial,Android,Loggers Groove,Passo Grolla,12.37,10300
PelagusPlays,2021-03-11 17:15:42,Time trial,iOS,Loggers Groove,Passo Grolla,12.55,3535
Pinsek,2021-04-12 13:47:14,Time trial,Android,Loggers Groove,Passo Grolla,12.39,10099
Ryan Monty,2021-03-10 0:43:51,Time trial,Android,Loggers Groove,Passo Grolla,12.38,10199
SYNO,2020-12-22 14:06:02,Time trial,iOS,Loggers Groove,Passo Grolla,12.36,10400
Shadow,2020-11-23 20:05:28,Time trial,iOS,Loggers Groove,Passo Grolla,12.38,10199
Skier50,2021-03-07 6:08:59,Time trial,iOS,Loggers Groove,Passo Grolla,12.35,10500
hschindele,2021-01-03 15:57:23,Time trial,iOS,Loggers Groove,Passo Grolla,12.24,11600
massiv97,2021-04-17 16:07:30,Time trial,Android,Loggers Groove,Passo Grolla,12.16,12400
Avel,2021-02-12 12:09:20,Time trial,iOS,Twisty Rosso,Passo Grolla,27.74,10600
BouncyJello,2020-11-19 22:03:15,Time trial,Android,Twisty Rosso,Passo Grolla,27.7,11000
Fenrir,2021-01-17 19:19:07,Time trial,Android,Twisty Rosso,Passo Grolla,27.98,5358
Gjeep302,2021-01-22 8:37:54,Time trial,Android,Twisty Rosso,Passo Grolla,27.79,10100
Jamiemac,2021-02-21 5:40:44,Time trial,Android,Twisty Rosso,Passo Grolla,27.44,13599
Mountain_Greg,2021-06-14 11:00:59,Time trial,Android,Twisty Rosso,Passo Grolla,27.59,12100
Pinsek,2021-04-12 14:40:14,Time trial,Android,Twisty Rosso,Passo Grolla,27.63,11700
Ryan Monty,2021-03-10 2:08:28,Time trial,Android,Twisty Rosso,Passo Grolla,27.59,12100
SYNO,2020-12-22 14:07:00,Time trial,iOS,Twisty Rosso,Passo Grolla,27.74,10600
